http://www.w3.org/2002/07/owl#Class,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,uri,http://www.w3.org/2000/01/rdf-schema#Class,1.0
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#label,literal,,0.9
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2002/07/owl#complementOf,uri,http://www.w3.org/2002/07/owl#Class,0
b1,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,uri,http://www.w3.org/2002/07/owl#Class,1.0
b2,http://www.w3.org/1999/02/22-rdf-syntax-ns#first,b3,http://www.w3.org/2002/07/owl#Class,1.0
b2,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,uri,http://www.w3.org/1999/02/22-rdf-syntax-ns#List,1.0
b1,http://www.w3.org/1999/02/22-rdf-syntax-ns#rest,b2,,1.0
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2002/07/owl#unionOf,b1,,0
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,uri,,0.7
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#comment,literal,,0.7
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#comment,literal,,0.7
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#comment,literal,,0.7
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#comment,literal,,0.7
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#comment,literal,,0.7
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#comment,literal,,0.7
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#subClassOf,uri,http://www.w3.org/2002/07/owl#Class,0
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2000/01/rdf-schema#subClassOf,uri,http://www.w3.org/2000/01/rdf-schema#Class,0
http://www.w3.org/2002/07/owl#Class,http://www.w3.org/2002/07/owl#deprecated,typed-literal,,0
http://www.w3.org/2002/07/owl#Class,http://purl.org/vocab/vann/usageNote,literal,,0
