http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,uri,http://www.w3.org/2000/01/rdf-schema#Class,1.0
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/modified,typed-literal,,0
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#label,literal,,0
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#imports,uri,,0
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,uri,,0
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2000/01/rdf-schema#comment,literal,,0.6666666666666666
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#versionInfo,literal,,0
http://www.w3.org/2002/07/owl#Ontology,http://www.w3.org/2002/07/owl#priorVersion,uri,,0
b1,http://www.w3.org/2000/01/rdf-schema#seeAlso,uri,,0.5
b1,http://xmlns.com/foaf/0.1/name,literal,,1.0
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/creator,b1,,0
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/elements/1.1/description,literal,,0
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/elements/1.1/title,literal,,0
b2,http://xmlns.com/foaf/0.1/name,literal,,1.0
b2,http://schema.org/affiliation,uri,,0
b2,http://www.w3.org/2000/01/rdf-schema#seeAlso,uri,,0
b2,http://xmlns.com/foaf/0.1/homepage,uri,,0
http://www.w3.org/2002/07/owl#Ontology,http://purl.org/dc/terms/contributor,b2,,0
b3,http://xmlns.com/foaf/0.1/name,literal,,1.0
b3,http://xmlns.com/foaf/0.1/homepage,uri,,1.0
http://www.w3.org/2002/07/owl#Ontology,http://xmlns.com/foaf/0.1/maker,b3,,0
